population,city,country,latitude,longitude,original_name,the_geom,cartodb_id,created_at,updated_at
150178,Piedras Negras,Mexico,,,,,2740,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
203007,Oxnard,USA,34.2023,-119.2046,,0101000020E6100000BE30992A18CD5DC08BFD65F7E4194140,2054,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
163049,Desē,Ethiopia,11.15,39.66,,0101000020E610000014AE47E17AD44340CDCCCCCCCC4C2640,2532,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
147478,Torrance,USA,33.835,-118.3414,,0101000020E6100000AEB6627FD9955DC07B14AE47E1EA4040,2795,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
140000,Oturkpo,Nigeria,"7,195","8,136",,0101000020E61000001283C0CAA145204048E17A14AEC71C40,2948,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
119647,Derbent,Russia,42.05,48.3,,0101000020E610000066666666662648406666666666064540,3401,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
142579,Bima,Indonesia,,,,,2896,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
22265426,Shanghai,China,31.2253441,121.4888922,上海,0101000020E61000003F9182024A5F5E40B8D8A326B0393F40,1,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
350000,Cabinda,Angola,-5.6,12.19,,0101000020E6100000E17A14AE4761284066666666666616C0,1208,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
205059,Akyab,Myanmar,"20,14","92,89",,0101000020E6100000295C8FC2F5385740A4703D0AD7233440,2020,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
198565,Kaolack,Senegal,"14,156","-16,077",,0101000020E6100000C1CAA145B61330C01D5A643BDF4F2C40,2112,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
183274,Rewa,India,24.53,81.3,,0101000020E6100000333333333353544048E17A14AE873840,2270,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
147273,Cienfuegos,Cuba,22.237978,-80.365865,,0101000020E6100000117008556A1754C0E02A4F20EC3C3640,2797,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
116980,Zoetermeer,Netherlands,52.060669,4.494025,,0101000020E610000027A089B0E1F91140C5707500C4074A40,3485,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
19610000,Beijing,China,39.9059093,116.3913489,北京,0101000020E6100000D6B441DC0B195D40355200D6F4F34340,2,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
13120596,Istanbul,Turkey,41.008929,28.967115,İstanbul,0101000020E6100000967840D994F73C40357EE19524814440,3,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
12478447,Mumbai,India,19.075984,72.877656,,0101000020E6100000D84812842B385240EE04FBAF73133340,4,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
11969284,Karachi,Pakistan,24.861462,67.009939,کراچی,0101000020E61000001EFD2FD7A2C050402BBF0CC688DC3840,5,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
11918057,MOSKVA,Russia,55.755826,37.6173,,0101000020E610000010E9B7AF03CF4240B6BB07E8BEE04B40,6,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
11895893,São Paulo,Brazil,-23.593318,-46.614033,,0101000020E610000017D522A2984E47C0CD203EB0E39737C0,7,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
11090314,Tianjin,China,39.1235635,117.1980785,天津,0101000020E61000009BE27151AD4C5D405ABDC3EDD08F4340,8,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
11070654,Guangzhou,China,23.1300037,113.259001,广州,0101000020E61000006728EE7893505C40E7DB27EC47213740,9,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
11007835,Delhi,India,28.613939,77.209021,,0101000020E610000058CB9D99604D53402BBD361B2B9D3C40,10,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
10590000,Lagos,Nigeria,"6,645","3,329",,0101000020E61000006F1283C0CAA10A4014AE47E17A941A40,11,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
10357938,Shenzhen,China,22.5342531,114.111748,深圳,0101000020E61000002E5915E126875C406049A8CFC4883640,12,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
10251297,Seoul,Republic of Korea,37.566535,126.977969,서울특별시/서울特別市,0101000020E61000001EE0490B97BE5F400A85083884C84240,13,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
9780644,Wuhan,China,30.5960213,114.2992796,武汉,0101000020E61000000A979F6527935C402B3817DA94983E40,14,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
9588198,Jakarta,Indonesia,-6.208763,106.845599,,0101000020E6100000F1A1444B1EB65A409B75C6F7C5D518C0,15,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
8851080,Mexico City,Mexico,19.432608,-99.133208,Ciudad de México,0101000020E610000032E4D87A86C858C0EBFCDB65BF6E3340,17,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
8637098,Tokyo,Japan,35.681382,139.766084,東京特別区部,0101000020E6100000A5BF97C283786140A20A7F8637D74140,18,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
8425970,Bengaluru,India,12.971599,77.594563,,0101000020E6100000581AF8510D66534011A7936C75F12940,19,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
8405837,New York,USA,40.6643,-73.9385,,0101000020E6100000F2D24D62107C52C0CC5D4BC807554440,20,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
8305218,Bangkok,Thailand,13.756331,100.501765,กรุงเทพ ฯ,0101000020E6100000C251F2EA1C205940E6E61BD13D832B40,21,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
8220937,Dongguan,China,23.0449275,113.7524781,东莞,0101000020E6100000339DE79928705C40E8305F5E800B3740,22,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
8174100,London,United Kingdom,51.507351,-0.127758,,0101000020E6100000FFB3E6C75F5AC0BFE44BA8E0F0C04940,23,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
8154051,Teheran,Iran,35.696111,51.423056,تهران,0101000020E61000003430F2B226B6494064B14D2A1AD94140,24,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
7947121,Cairo,Egypt,30.04442,31.235712,القاهرة,0101000020E61000005646239F573C3F40CF49EF1B5F0B3E40,25,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
7677122,Chengdu,China,30.6765553,104.0612783,成都,0101000020E6100000169DD1FBEB035A407B6F67BA32AD3E40,26,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
7674366,Bogotá,Colombia,4.701916,-74.144195,,0101000020E6100000CA4FAA7D3A8952C013286211C3CE1240,27,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
7457589,Chongqing,China,30.05518,107.8748712,重庆,0101000020E6100000960DC6E3FDF75A40AE64C746200E3E40,28,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
7208618,Kinshasa,Democratic Republic of the Congo,-4.4,15.32,,0101000020E6100000A4703D0AD7A32E409A999999999911C0,29,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
7208200,Ahmedabad,India,23.022505,72.571362,,0101000020E6100000560BEC319124524019FF3EE3C2053740,30,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
7165828,Nanjing,China,32.0609158,118.7916065,南京,0101000020E610000044334FAEA9B25D40A367C416CC074040,31,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
7123340,Hồ Chí Minh Stadt,Vietnam,10.823099,106.629664,,0101000020E6100000FDDD3B6A4CA85A4098BD6C3B6DA52540,32,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
7055071,Hong Kong,China,22.2793278,114.1628131,香港,0101000020E610000010F7A2876B8A5C4017DDD50682473640,33,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
6809970,Hyderabad,India,17.385044,78.486671,,0101000020E6100000583A1F9E259F534062855B3E92623140,34,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
6501189,Xi'an,China,34.2191582,109.110194631,西安,0101000020E6100000BF15C86D0D475B403BD33A600D1C4140,35,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
6485175,Lahore,Pakistan,31.473178,74.302767,لاہور‎,0101000020E6100000B7D3D68860935240CB2F833122793F40,36,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
6453682,Rio de Janeiro,Brazil,-22.913693,-43.171828,,0101000020E6100000BF44BC75FE9545C08995D1C8E7E936C0,37,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
6448837,Hà Nội,Vietnam,21.027764,105.83416,,0101000020E610000068E89FE062755A409301A08A1B073540,38,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
6280000,Onitsha,Nigeria,"6,113","6,790",,0101000020E6100000295C8FC2F5281B40C1CAA145B6731840,39,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
6255921,Shenyang,China,41.8045293,123.4277858,沈阳,0101000020E61000005D2CB1D760DB5E403E16ECD0FAE64440,40,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
6242000,Hangzhou,China,30.2665643,120.149335,杭州,0101000020E61000007B4963B48E095E40F8C7D68E3D443E40,41,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
5831541,Bagdad,Iraq,33.325,44.422,بغداد,0101000020E6100000BC749318043646409A99999999A94040,42,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
5644235,Dhaka,Bangladesh,23.7282161,90.4098792,ঢাকা,0101000020E6100000E2D3F7753B9A5640B1EBCD5E6CBA3740,43,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
5399200,Singapore,Singapore,1.280095,103.850949,,0101000020E61000001764CBF275F65940B35E0CE5447BF43F,44,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
5349090,Suzhou,China,31.2984758,120.622239,苏州,0101000020E6100000EDD286C3D2275E40BEA5F7E8684C3F40,45,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
5289364,Caracas,Venezuela,10.46964,-66.803718,,0101000020E6100000384D9F1D70B350C071C971A774F02440,46,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
5230000,Luanda,Angola,-8.87,13.28,,0101000020E61000008FC2F5285C8F2A403D0AD7A370BD21C0,47,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
5132794,Toronto,Canada,43.653226,-79.383184,,0101000020E61000006E162F1686D853C0CD72D9E89CD34540,48,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
5105860,Santiago de Chile,Chile,-33.46912,-70.641997,,0101000020E610000054C8957A16A951C023F3C81F0CBC40C0,49,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4990602,St. Petersburg,Russia,59.93428,30.335099,,0101000020E61000001CEC4D0CC9553E4048A7AE7C96F74D40,50,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4948920,Rangoon,Myanmar,"16,79","96,15",,0101000020E61000009A999999990958400AD7A3703DCA3040,51,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4681087,Chennai,India,13.08268,80.270718,,0101000020E6100000111C9771531154400A117008552A2A40,52,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4672619,Greater Sydney,Australia,-33.867487,151.20699,,0101000020E61000002B137EA99FE66240425A63D009EF40C0,53,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4587200,Qingdao,China,36.0895093,120.3497193,青岛,0101000020E6100000EC110FCD61165E400C186E0A750B4240,54,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4517549,Harbin,China,45.7656666,126.6160584,哈尔滨,0101000020E6100000451B36806DA75F40DC51F75C01E24640,55,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4498535,Khartum,Sudan,15.6,32.53,,0101000020E6100000A4703D0AD74340403333333333332F40,56,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4486679,Kolkata,India,22.572646,88.363895,,0101000020E6100000630B410E4A1756406A2FA2ED98923640,57,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4450000,Aleppo,Syria,36.211683,37.1473,,0101000020E6100000B459F5B9DA924240410FB56D181B4240,58,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4436257,Nairobi,Kenya,-1.26,36.82,,0101000020E6100000295C8FC2F5684240295C8FC2F528F4BF,59,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4431719,Ankara,Turkey,39.92077,32.85411,,0101000020E6100000E197FA79536D4040A79196CADBF54340,60,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4335900,Jinan,China,36.646804,117.0141223,济南,0101000020E61000003C293861E7405D4004763579CA524240,61,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4293416,Sydney,Australia,-33.867487,151.20699,,0101000020E61000002B137EA99FE66240425A63D009EF40C0,62,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4253627,Zhengzhou,China,34.7591877,113.6524076,郑州,0101000020E61000005C6ACE0BC1695C40428303102D614140,63,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4248344,Greater Melbourne,Australia,-38.109475,144.353185,,0101000020E6100000020EA14A4D0B6240645DDC46030E43C0,64,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4247414,Alexandria,Egypt,31.200092,29.918739,الإسكندرية,0101000020E61000004B8FA67A32EB3D40F530B43A39333F40,65,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4087733,Dalian,China,38.920716,121.6388678,大连,0101000020E6100000EBDDC435E3685E40B4739A05DA754340,66,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4087152,Riad,Saudi-Arabia,27.177545,49.531898,‏الرياض‎,0101000020E61000006667D13B15C448407D91D096732D3B40,67,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
4086734,Melbourne,Australia,-37.814107,144.96328,,0101000020E6100000821C9430D31E6240EB387EA834E842C0,68,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3966553,Abidjan,Côte d'Ivoire,"5,353","-4,029",,0101000020E610000004560E2DB21D10C0B6F3FDD478691540,69,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3884307,Los Angeles,USA,34.0194,-118.4108,,0101000020E6100000984C158C4A9A5DC06DC5FEB27B024140,70,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3760636,Pune,India,18.52043,73.856744,,0101000020E6100000D542C9E4D476524077DB85E63A853240,71,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3631236,Yokohama,Japan,35.550157,139.578215,横浜市,0101000020E6100000D061BEBC807261402E55698B6BC64140,72,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3629813,Accra,Ghana,"5,550","-0,217",,0101000020E61000002DB29DEFA7C6CBBF3333333333331640,73,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3583429,Kunming,China,25.0515153,102.7017638,昆明,0101000020E610000011A1B6B2E9AC59405EBE501B300D3940,74,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3548640,Busan,Republic of Korea,35.179554,129.075642,부산광역시/釜山廣域市,0101000020E61000008786C5A86B226040D9EE1EA0FB964140,75,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3542319,Wuxi,China,31.5756347,120.2954534,无锡,0101000020E61000007D9F60B5E8125E4059F1B2CB5C933F40,76,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3531347,Xiamen,China,24.497442,118.1355644,厦门,0101000020E61000001F204E16AD885D4026A8E15B587F3840,77,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3530115,Changchun,China,43.8144046,125.3169424,长春,0101000020E6100000CFADC6C848545F40225BF1683EE84540,78,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3491597,Ningbo,China,29.8720259,121.549887,宁波,0101000020E6100000B75F3E5931635E40D5C3E1163DDF3D40,79,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3437171,Nanning,China,22.8325591,108.3027168,南宁,0101000020E6100000C9FC48B65F135B40B97CDA9722D53640,80,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3426522,Taiyuan,China,37.8527666,112.5531768,太原,0101000020E6100000FB39AA3F67235C40810FB97427ED4240,81,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3421829,Berlin,Germany,52.5170365,13.3888599,,0101000020E6100000A07312A518C72A404E2B85402E424A40,82,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3407963,Montreal,Canada,45.501689,-73.567256,,0101000020E61000006D1D1CEC4D6452C0A8E15B5837C04640,83,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3354934,İzmir,Turkey,38.423734,27.142826,,0101000020E6100000BC04A73E90243B40051A6CEA3C364340,84,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3352076,Hefei,China,31.8228094,117.2218033,合肥,0101000020E610000046E97706324E5D4065D707A3A3D23F40,85,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3290548,Changzhou,China,31.7895377,119.9387608,常州,0101000020E610000013B12DA814FC5D40857588241FCA3F40,86,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3289000,Kabul,Afghanistan,34.533333,69.166667,کابل,0101000020E6100000A39410ACAA4A51405470784144444140,87,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3258540,Giza,Egypt,30.013056,31.208853,الجيزة,0101000020E6100000E7ABE46377353F403E0455A357033E40,88,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3255288,Pyongyang,Democratic People's Republic of Korea,39.039219,125.762524,평양직할시/平壤直轄市,0101000020E6100000919A7631CD705F40E030D12005854340,89,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3213271,Madrid,Spain,40.416775,-3.70379,,0101000020E6100000C503CAA65CA10DC02C6519E258354440,90,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3187171,Tangshan,China,39.633333,118.183333,唐山,0101000020E6100000C4D155BABB8B5D40213D450E11D14340,91,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3150000,Kano,Nigeria,"11,958","8,500",,0101000020E61000000000000000002140D122DBF97EEA2740,92,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3102000,Casablanca,Morocco,33.57311,-7.589843,‏الدار البيضاء‎/ⴰⵏⴼⴰ,0101000020E61000001E19ABCDFF5B1EC05A8121AB5BC94040,93,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3093980,Changsha,China,28.1873765,112.9835823,长沙,0101000020E61000002ADB2C03F33E5C40F88903E8F72F3C40,94,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3073350,Jaipur,India,26.912434,75.787271,,0101000020E6100000B685E7A562F252402BC24D4695E93A40,95,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3066110,Dar es Salaam,Tanzania,-6.8,39.21,,0101000020E61000007B14AE47E19A43403333333333331BC0,96,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3053778,Xuzhou,China,34.2683747,117.1976092,徐州,0101000020E6100000E1D80EA1A54C5D4073C9271A5A224140,97,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3039500,Wenzhou,China,28.0221989,120.648392,温州,0101000020E61000003CBF28417F295E40D681BDD3AE053C40,98,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3037159,Guiyang,China,26.5814112,106.7052544,贵阳,0101000020E61000000CD759E322AD5A403387495DD7943A40,99,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
3029372,Ürümqi,China,43.8059382,87.6055852,乌鲁木齐,0101000020E6100000433C6DE8C1E655406ECCA1FB28E74540,100,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2980800,Zibo,China,36.8047833,118.0444472,淄博,0101000020E610000085991139D8825D40F8EEA02303674240,101,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2959518,Āddīs Ābebā,Ethiopia,8.98,38.74,,0101000020E61000001F85EB51B85E4340F6285C8FC2F52140,102,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2921763,Fuzhou,China,26.0771539,119.2914774,福州,0101000020E61000007B21D390A7D25D404442A55BC0133A40,103,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2902927,Salvador,Brazil,-13.00595,-38.463049,,0101000020E610000006B98B30453B43C089D2DEE00B032AC0,104,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2890151,Buenos Aires,Argentina,-34.603723,-58.381593,,0101000020E6100000F7B0170AD8304DC0E86B96CB464D41C0,105,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2876374,Surat,India,21.17024,72.831061,,0101000020E6100000CAFE791A30355240967840D9942B3540,106,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2861784,Shijiazhuang,China,38.0359808,114.4627725,石家庄,0101000020E61000003E3F8C109E9D5C4057A4D3049B044340,107,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2852372,Brasília,Brazil,-15.900129,-47.771236,,0101000020E6100000BABF7ADCB7E247C0C45C52B5DDCC2FC0,108,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2815601,Lucknow,India,26.846511,80.946683,,0101000020E6100000772B4B74963C54404AB4E4F1B4D83A40,109,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2808286,Incheon,Republic of Korea,37.476364,126.616936,인천광역시/仁川廣域市,0101000020E610000067EE21E17BA75F40F17EDC7EF9BC4240,110,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2803716,Kiev,Ukraine,50.4501,30.5234,Київ,0101000020E6100000F5B9DA8AFD853E40FDF675E09C394940,111,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2801481,Dschidda,Saudi-Arabia,21.790138,39.149328,‏جدة‎,0101000020E610000044300E2E1D934340AC53E57B46CA3540,112,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2777979,Rome,Italy,41.902784,12.496366,,0101000020E610000053B131AF23FE284010AD156D8EF34440,113,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2767031,Kanpur,India,26.449923,80.331874,,0101000020E61000002219726C3D155440DCB75A272E733A40,114,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2766258,Mashhad,Iran,36.260462,59.616755,مشهد,0101000020E61000007E52EDD3F1CE4D40E5EC9DD156214240,115,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2765487,Surabaya,Indonesia,-7.26424,112.745579,,0101000020E61000006765FB90B72F5C401F2E39EE940E1DC0,116,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2761720,Quezon City,Philippines,14.676041,121.0437,,0101000020E610000074B515FBCB425E40A182C30B225A2D40,117,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2718782,Chicago,USA,41.8376,-87.6818,,0101000020E61000006B9A779CA2EB55C097900F7A36EB4440,118,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2645305,Osaka,Japan,34.653345,135.511968,大阪市,0101000020E61000002713B70A62F06040A80018CFA0534140,119,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2633420,Huai'an,China,33.5896837,119.0212439,淮安,0101000020E610000054EF5F0F5CC15D40FD3D67C17ACB4040,120,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2600200,Linyi,China,35.1040224,118.3507128,临沂,0101000020E61000007892191472965D409506239B508D4140,121,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2582175,Faisalabad,Pakistan,31.418714,73.079107,فیصل آباد,0101000020E61000009E78CE16104552409A6038D7306B3F40,122,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2575478,Bandung,Indonesia,-6.914864,107.608242,,0101000020E61000006F83DA6FEDE65A40A626C11BD2A81BC0,123,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2571896,Fortaleza,Brazil,-3.73108,-38.511285,,0101000020E6100000BAF770C9714143C0D313967840D90DC0,124,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2562152,Dakar,Senegal,"14,740","-17,490",,0101000020E61000003D0AD7A3707D31C07B14AE47E17A2D40,125,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2529000,Damasus rural,Syria,33.516729,36.954107,,0101000020E61000003DF19C2D207A424088F2052D24C24040,126,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2510951,Bekasi,Indonesia,-6.249028,106.996952,,0101000020E6100000A2EBC20FCEBF5A4035272F3201FF18C0,127,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2508563,Daegu,Republic of Korea,35.871435,128.601445,대구광역시/大邱廣域市,0101000020E6100000F8AA95093F1360407DCB9C2E8BEF4140,128,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2492325,Lanzhou,China,36.0612545,103.8318602,兰州,0101000020E6100000047690323DF55940CD1DFD2FD7074240,129,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2491109,Belo Horizonte,Brazil,-19.928485,-43.924227,,0101000020E6100000448A01124DF645C099D36531B1ED33C0,130,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2470000,Ibadan,Nigeria,"7,421","3,918",,0101000020E6100000F2D24D6210580F40C976BE9F1AAF1D40,131,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2450559,Maracaibo,Venezuela,10.633333,-71.633333,,0101000020E6100000909E228788E851C084F4143944442540,132,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2448710,ASUNCION,Paraguay,-25.282197,-57.6351,,0101000020E610000045D8F0F44AD14CC0810706103E4839C0,133,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2417325,Medellín,Colombia,6.25225,-75.5735,,0101000020E610000062105839B4E452C0FCA9F1D24D021940,134,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
2405421,Nagpur,India,21.1458,79.088155,,0101000020E6100000A67EDE54A4C55340BEC1172653253540,135,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
